ID;OBJETO_OBRA;CANTIDAD_OBJETOS;MATERIAL;DENOMINACION_SIMBOLIZA;AUTORES;UBICACION;OBSERVACIONES;DIRECCION_NORMALIZADA;CALLE;ALTURA;BARRIO;COMUNA;CODIGA_POSTAL;CODIGO_POSTAL_ARGENTINO;LATITUD;LONGITUD
2165;RELOJ SOLAR        ;1;ACERO Y GRANITO           ;MOTIVO DECORATIVO                      ;                           ;PARQUE DEL CENTENARIO            ;PARQUE DEL CENTENARIO            ;                                                                      ;                                               ;;;;;;;
2166;TEMPLETE           ;1;MAMPOSTERIA Y MAYOLICA    ;NUESTRA SE?ORA DE LOS REMEDIOS      ;                           ;PARQUE AVELLANEDA                ;PARQUE AVELLANEDA                ;DIRECTORIO AV. Y LACARRA                                              ;DIRECTORIO AV.                                 ;;;COMUNA 9;;;-34.6412975520066;-58.47992772490574
2167;TEMPLETE           ;1;CERAMICA                  ;HJE. A LA VIRGEN DE LUJAN              ;                           ;PARQUE SANTOJANNI                ;PARQUE SANTOJANNI                ;                                                                      ;                                               ;;;;;;;
2168;TEMPLETE           ;1;MAMPOSTERIA Y MAYOL.      ;NUESTRA SE?ORA DE LA MISERICORDIA  ;                           ;PZTA. DR. HORACIO REGA MOLINA    ;PZTA. DR. HORACIO REGA MOLINA    ;                                                                      ;                                               ;;;;;;;
2169;TEMPLETE           ;1;MAMPOSTERIA Y MAYOLICA    ;HJE.VIRGEN DE LUJAN                    ;                           ;PARQUE DE LOS PATRICIOS          ;PARQUE DE LOS PATRICIOS          ;CASEROS AV. Y MONTEAGUDO                                              ;CASEROS AV.                                    ;;PALERMO;COMUNA 4;;;-34.63711738161982;-58.40561079435866
2170;PLACA Y MONOLITO   ;1;BRONCE Y MAMPOSTERIA      ;HJE.AL 80*ANIVERSARIO DE VILLA LUGANO  ;                           ;DELFIN GALLO 5746                ;DELFIN GALLO 5746                ;GALLO, DELFIN 5746                                                    ;GALLO, DELFIN                                  ;5746;CABALLITO;COMUNA 8;1439;C1439IBB;-34.67722311111955;-58.4760755102677
2171;TEMPLETE           ;1;MAMPOSTERIA               ;VIRGEN DE LUJAN                        ;                           ;PARQUE RIVADAVIA                 ;PARQUE RIVADAVIA                 ;RIVADAVIA AV. 4800                                                    ;RIVADAVIA AV.                                  ;4800;;COMUNA 6;1424;C1424CEP;-34.61672965517955;-58.432717209488374
2172;PLACA Y MONOLITO   ;1;BRONCE Y MAMPOSTERIA      ;HJE. AL GRL. MANUEL BELGRANO           ;                           ;PLAZA VELEZ SARDFIELD            ;PLAZA VELEZ SARDFIELD            ;AVELLANEDA AV. 3800                                                   ;AVELLANEDA AV.                                 ;3800;VILLA LUGANO;COMUNA 10;1407;C1407EJR;-34.62920338494417;-58.48217465717332
2173;PLACA              ;1;BRONCE                    ;NOMENCLATURA DE OBRA 2291              ;D.O.M. Y M.O.A.            ;PLAZA VELEZ SARSFIELD            ;PLAZA VELEZ SARSFIELD            ;AVELLANEDA AV. 3800                                                   ;AVELLANEDA AV.                                 ;3800;PALERMO;COMUNA 10;1407;C1407EJR;-34.62920338494417;-58.48217465717332
2174;ESCULTURA          ;1;MARMOL                    ;COLUMNA DE LA VIDA                     ;PUJIA, ANTONIO             ;PLAZA VELEZ SARSFIELD            ;PLAZA VELEZ SARSFIELD            ;AVELLANEDA AV. 3800                                                   ;AVELLANEDA AV.                                 ;3800;VILLA LUGANO;COMUNA 10;1407;C1407EJR;-34.62920338494417;-58.48217465717332
2175;PLACA              ;1;CERAMICA                  ;HJE. A FLORESTA                        ;                           ;PLAZA VELEZ SARSFIELD            ;PLAZA VELEZ SARSFIELD            ;AVELLANEDA AV. 3800                                                   ;AVELLANEDA AV.                                 ;3800;;COMUNA 10;1407;C1407EJR;-34.62920338494417;-58.48217465717332
2176;TROFEO             ;1;MAMPOSTERIA               ;LA ARMONIA                             ;                           ;PALACIO MUNICIPAL                ;PALACIO MUNICIPAL                ;BOLIVAR 1                                                             ;BOLIVAR                                        ;1;PARQUE AVELLANEDA;COMUNA 1;1066;C1066AAA;-34.60820167772438;-58.373573345960764
2177;MONUMENTO          ;1;BRONCE                    ;VICENTE LOPEZ Y PLANES                 ;ALONSO, MATEO              ;PLAZA VICENTE LOPEZ              ;PLAZA VICENTE LOPEZ              ;                                                                      ;                                               ;;;;;;;
2178;BUSTO              ;1;BRONCE                    ;DR. VICENTE MONTEVERDE                 ;                           ;HOSPITAL PARMENIO PI??ERO      ;HOSPITAL PARMENIO PI?ERO      ;VARELA AV. 1301                                                       ;VARELA AV.                                     ;1301;;COMUNA 7;1406;C1406ELA;-34.644124328969724;-58.45367458698011
2179;JARRON             ;2;TERRACOTA                 ;MOTIVO DECORATIVO                      ;                           ;PARQUE  AVELLANEDA               ;PARQUE  AVELLANEDA               ;                                                                      ;                                               ;;PARQUE PATRICIOS;;;;;
2180;JARRON             ;2;HIERRO FUNDIDO            ;MOTIVO DECORATIVO                      ;                           ;AV.CORONEL ROCA                  ;AV.CORONEL ROCA                  ;                                                                      ;                                               ;;VILLA LUGANO;;;;;
2181;JARRON             ;2;MARMOL                    ;MOTIVO DECORATIVO                      ;                           ;PZTA.  ENRIQUE SANTOS  DISCEPOLO ;PZTA.  ENRIQUE SANTOS  DISCEPOLO ;BUTTELER 41                                                           ;BUTTELER                                       ;41;CABALLITO;COMUNA 7;1424;C1424DDA;-34.64029934067614;-58.42482330235792
2182;JARRON             ;2;HIERRO FUNDIDO            ;MOTIVO DECORATIVO                      ;                           ;AV.CORONEL ROCA                  ;AV.CORONEL ROCA                  ;                                                                      ;                                               ;;FLORESTA;;;;;
2183;JARRON             ;2;HIERRO FUNDIDO            ;MOTIVO DECORATIVO                      ;                           ;HOSPITAL SANTOJANNI (PRESTAMO)   ;HOSPITAL SANTOJANNI (PRESTAMO)   ;PILAR 950                                                             ;PILAR                                          ;950;FLORESTA;COMUNA 9;1408;C1408INH;-34.64935338226299;-58.51580056467818
2184;PLACA Y MONOLITO   ;1;FIBROCEMENTO Y MAMPOSTERIA;HJE. A MANUEL GALVEZ                   ;D.G.O.M.                   ;PLAZA VICENTE LOPEZ              ;PLAZA VICENTE LOPEZ              ;                                                                      ;                                               ;;FLORESTA;;;;;
2185;BUSTO              ;1;CEMENTO PATINADO          ;MANUEL GALVEZ                          ;GURRIERI, BLAS SALVADOR    ;PLAZA VICENTE LOPEZ              ;PLAZA VICENTE LOPEZ              ;                                                                      ;                                               ;;FLORESTA;;;;;
2186;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;MONSERRAT;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2187;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2188;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;FLORES;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2189;JARRON             ;2;HIERRO FUNDIDO            ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2190;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2191;JARRON             ;2;HIERRO FUNDIDO            ;MOTIVOS DECORATIVOS                    ;                           ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;PARQUE CHACABUCO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
2192;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
2193;JARRON             ;2;MARMOL                    ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;LINIERS;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
2194;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
2195;JARRON             ;2;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;GUIDO, AGUERO Y ANCHORENA        ;GUIDO, AGUERO Y ANCHORENA        ;                                                                      ;                                               ;;;;;;;
2196;PLACA              ;1;CEMENTO PATINADO          ;NOMENCLATURA MTO. A V.LOPEZ Y PLANES   ;M.O.A.                     ;PLAZA VICENTE LOPEZ              ;PLAZA VICENTE LOPEZ              ;                                                                      ;                                               ;;PALERMO;;;;;
2197;JARRON             ;4;CERAMICA                  ;MOTIVOS DECORATIVOS                    ;                           ;JARDIN ZOOLOGICO                 ;JARDIN ZOOLOGICO                 ;SARMIENTO 2601                                                        ;SARMIENTO                                      ;2601;PALERMO;COMUNA 3;1045;C1045ABC;-34.60634336537214;-58.40364250639897
2198;PLACA Y MONOLITO   ;1;BRONCE Y MAMPOSTERIA      ;HJE.AL GENERAL JUAN M. ZAPIOLA         ;SFORZA, CESAR              ;PLAZA ZAPIOLA                    ;PLAZA ZAPIOLA                    ;ACHA, MARIANO, GRAL. 2001                                             ;ACHA, MARIANO, GRAL.                           ;2001;PALERMO;COMUNA 12;1430;C1430DUO;-34.5742471549316;-58.475272519297164
2199;JARRON             ;4;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;GUIDO, AGUERO Y ANCHORENA        ;GUIDO, AGUERO Y ANCHORENA        ;                                                                      ;                                               ;;PALERMO;;;;;
2200;GRUPO ESCULTORICO  ;1;MARMOL                    ;LA MADRE                               ;TOCCI, ULISES              ;PLAZA ZAPIOLA                    ;PLAZA ZAPIOLA                    ;ACHA, MARIANO, GRAL. 2001                                             ;ACHA, MARIANO, GRAL.                           ;2001;PALERMO;COMUNA 12;1430;C1430DUO;-34.5742471549316;-58.475272519297164
2201;JARRON             ;6;MARMOL                    ;MOTIVOS DECORATIVOS                    ;                           ;JARDIN BOTANICO                  ;JARDIN BOTANICO                  ;SANTA FE AV. 3951                                                     ;SANTA FE AV.                                   ;3951;PALERMO;COMUNA 14;1425;C1425BHB;-34.58373108070923;-58.41788399273957
2202;JARRON             ;6;MARMOL                    ;MOTIVOS DECORATIVOS                    ;                           ;QUINTA PRESIDENCIAL DE OLIVOS    ;QUINTA PRESIDENCIAL DE OLIVOS    ;MAIPU AV.                                                             ;MAIPU AV.                                      ;;PALERMO;;;;;
2203;JARRON             ;7;CEMENTO PATINADO          ;MOTIVOS DECORATIVOS                    ;                           ;ROSEDAL                          ;ROSEDAL                          ;ISABEL, INFANTA AV. 900                                               ;ISABEL, INFANTA AV.                            ;900;PALERMO;COMUNA 14;1425;C1425CHA;-34.57006679763025;-58.42048286500513
